words,links,capital_words,spam_word_count,is_spam
188,2,1,2,0
157,8,0,10,1
286,3,23,3,1
865,4,1,10,1
705,2,5,10,1
751,6,1,9,1
238,1,0,0,0
114,7,11,3,1
111,2,0,2,0
76,5,0,2,0
929,7,19,1,1
56,9,11,8,1
699,2,24,5,1
153,5,0,0,0
592,7,3,3,1
96,7,5,10,1
279,0,1,0,0
78,6,5,10,1
134,4,3,1,0
725,8,3,9,1
927,1,21,5,1
551,0,21,8,1
213,0,0,4,0
150,5,3,2,0
889,3,16,8,1
78,1,9,2,0
50,10,0,4,1
298,3,22,8,1
27,4,2,4,0
205,1,5,6,0
52,3,0,2,0
312,3,3,2,0
237,0,3,2,0
565,7,20,1,1
446,8,3,10,1
146,4,28,5,1
34,1,1,1,0
363,2,0,0,0
253,2,0,0,0
103,3,23,4,1
32,1,2,0,0
208,1,5,2,0
608,10,8,6,1
710,0,26,4,1
405,1,1,2,0
231,4,0,1,0
990,4,2,3,1
727,2,1,10,1
114,10,28,9,1
278,7,18,10,1
297,10,22,7,1
143,0,4,0,0
260,2,2,0,0
597,10,4,7,1
151,3,26,10,1
54,5,12,7,1
63,2,3,2,0
134,5,1,0,0
69,3,29,3,1
288,10,21,3,1
28,0,1,0,0
153,2,10,5,0
148,2,15,3,1
140,8,15,5,1
96,1,0,2,0
222,1,2,0,0
184,2,0,2,0
985,3,10,3,1
59,1,0,1,0
487,0,2,1,0
364,3,23,6,1
736,5,29,9,1
93,1,5,1,0
66,0,0,2,0
200,2,6,0,0
195,1,0,0,0
613,2,13,5,1
616,3,8,7,1
139,2,10,0,0
144,5,29,6,1
317,3,24,3,1
118,3,23,1,1
75,3,7,6,1
168,3,18,7,1
405,0,5,2,1
809,2,5,6,1
297,0,2,2,0
194,2,5,1,0
374,4,18,8,1
599,4,15,10,1
207,4,3,0,0
159,2,2,1,0
982,4,15,5,1
79,1,3,3,0
980,2,9,9,1
113,6,18,3,1
226,0,2,2,0
192,9,13,8,1
243,2,0,1,0
488,0,3,2,0
205,1,8,0,0
204,3,1,2,0
81,0,0,1,0
832,4,16,1,1
23,0,1,6,0
377,2,0,2,0
217,2,30,7,1
69,1,1,2,0
211,1,9,0,0
819,3,28,0,1
937,2,10,7,1
188,1,3,2,0
121,0,0,2,0
264,2,1,0,0
64,3,27,3,1
156,1,0,2,0
183,1,23,3,1
252,0,0,1,0
478,0,9,9,1
853,10,18,3,1
828,4,17,1,1
158,1,3,0,0
137,2,0,0,0
171,6,14,10,1
240,0,2,1,0
273,2,3,2,0
830,9,23,10,1
134,2,1,2,0
215,2,0,1,0
474,6,7,7,1
475,0,0,2,0
146,0,1,2,0
495,5,1,5,0
533,4,5,5,1
247,0,0,0,0
696,7,30,3,1
153,5,13,3,1
98,0,8,1,0
118,7,24,7,1
371,3,8,6,0
339,2,1,2,0
394,1,2,2,0
125,8,28,4,1
158,0,0,5,0
244,2,0,1,0
673,1,19,3,1
21,0,1,1,0
114,4,2,1,0
108,4,16,9,1
531,3,25,3,1
943,10,7,7,1
739,6,30,6,1
741,3,13,10,1
27,1,6,2,0
161,0,2,0,0
260,1,2,2,0
291,2,2,4,0
871,3,10,8,1
614,9,21,4,1
545,5,23,10,1
297,2,1,2,0
115,8,15,9,1
45,2,3,2,0
819,8,14,7,1
679,10,7,6,1
645,6,23,3,1
169,2,0,2,0
911,3,17,4,1
55,2,3,2,0
954,9,8,6,1
191,10,25,3,1
257,1,8,0,0
676,5,24,5,1
846,3,22,7,1
199,2,14,6,1
179,0,3,0,0
144,0,0,9,1
867,2,1,8,1
174,4,14,8,1
843,10,3,5,1
836,1,0,7,1
120,5,2,1,0
483,0,2,6,0
200,2,2,0,0
223,1,3,1,0
360,2,1,5,0
48,5,9,1,0
256,0,1,1,0
718,6,8,4,1
695,8,5,3,1
415,5,3,1,0
165,1,2,0,0
239,1,1,2,0
293,10,19,2,1
192,7,13,4,1
37,0,2,0,0
802,10,30,8,1
265,2,1,0,0
446,0,4,2,0
126,2,0,2,0
152,2,1,6,0
70,2,7,2,0
474,1,2,2,0
156,2,2,5,0
863,10,0,7,1
971,0,13,3,1
256,6,7,2,1
275,0,8,4,0
208,0,3,3,0
449,1,3,1,0
161,0,1,2,0
504,2,29,7,1
75,0,2,10,1
393,4,6,9,1
623,9,5,3,1
710,9,14,0,1
292,0,0,5,0
366,6,12,8,1
84,2,0,3,1
61,2,2,3,0
211,1,0,5,0
849,0,30,2,1
647,3,22,8,1
528,4,17,7,1
272,1,0,0,0
202,1,3,0,0
107,0,1,2,0
917,2,17,3,1
288,2,2,2,0
331,3,1,5,1
204,1,8,2,0
184,10,24,9,1
744,7,17,0,1
132,1,2,1,0
145,0,16,3,1
272,1,3,0,0
176,1,0,0,0
230,0,3,2,0
658,6,27,10,1
78,2,0,1,0
177,2,1,0,0
183,0,2,0,0
356,10,3,9,1
740,8,14,6,1
227,2,0,2,0
169,1,2,6,0
824,2,20,4,1
126,0,1,2,0
733,3,0,5,1
117,2,3,4,0
616,4,30,5,1
25,2,7,0,0
299,1,2,2,0
198,3,19,4,1
296,0,1,1,0
296,1,0,1,0
89,1,3,2,0
198,6,19,1,1
296,2,1,2,0
200,0,0,2,0
114,0,0,3,0
911,0,5,8,1
519,4,0,4,1
288,0,3,2,0
721,3,27,3,1
181,0,4,1,0
127,4,3,1,0
292,1,3,1,0
360,2,27,8,1
210,0,1,1,0
163,5,0,1,0
184,9,6,3,1
196,1,2,6,0
233,1,0,1,0
935,9,17,10,1
672,5,13,10,1
731,0,21,3,1
657,5,28,3,1
94,1,3,0,0
490,0,1,6,0
68,1,1,2,0
268,0,1,0,0
188,6,19,7,1
258,2,2,4,0
343,0,2,1,0
297,4,21,7,1
143,10,28,8,1
409,10,25,4,1
683,7,30,4,1
340,0,2,2,0
200,5,3,2,0
283,0,2,1,0
149,3,1,2,0
183,8,13,9,1
614,0,16,5,1
53,3,8,4,1
792,6,28,7,1
368,1,4,1,0
47,2,0,2,0
56,2,0,0,0
798,5,12,7,1
993,3,29,3,1
77,2,5,3,1
26,1,2,1,0
193,6,5,2,1
184,2,4,1,0
76,4,0,2,0
672,6,16,7,1
961,7,1,4,1
140,2,20,3,1
195,2,3,0,0
92,3,17,5,1
121,3,3,5,1
839,1,27,10,1
162,1,1,3,0
649,9,5,9,1
498,10,17,7,1
301,10,3,6,1
744,10,3,7,1
297,5,2,0,0
274,0,3,1,0
923,6,19,9,1
64,9,10,6,1
656,7,29,5,1
115,1,3,1,0
122,4,0,4,0
26,1,3,0,0
256,2,3,1,0
239,2,7,2,0
772,4,14,2,1
160,8,6,1,1
203,0,2,6,0
195,2,1,1,0
38,0,0,2,0
297,1,8,2,0
233,5,1,2,0
228,2,8,6,0
214,1,2,1,0
65,2,2,2,0
520,3,24,0,1
128,2,2,2,0
255,4,1,4,0
377,1,11,0,1
159,2,1,2,0
132,3,23,3,1
137,2,2,2,0
465,4,12,4,1
102,1,2,0,0
186,6,7,7,1
228,1,3,2,0
837,5,2,6,1
758,7,28,0,1
82,2,2,1,0
84,2,1,2,0
91,1,9,5,0
277,1,1,0,0
244,9,4,10,1
476,8,18,9,1
247,0,1,2,0
171,0,3,1,0
174,1,3,2,0
236,1,0,2,0
79,0,8,6,0
460,2,13,8,1
534,7,21,6,1
51,3,3,0,0
106,0,3,0,0
210,5,2,1,0
589,3,24,5,1
274,4,23,4,1
83,1,0,0,0
958,7,26,7,1
170,2,9,2,0
405,5,4,9,1
274,4,0,2,0
813,9,11,0,1
67,5,2,2,0
355,1,4,6,0
961,9,30,6,1
85,0,2,1,0
268,0,0,2,0
78,8,17,2,1
522,9,16,10,1
122,5,3,3,1
161,1,3,1,0
232,10,26,3,1
101,5,0,8,1
479,1,0,1,0
369,0,3,2,0
271,4,1,0,0
192,3,9,9,1
951,8,8,6,1
182,1,0,0,0
326,1,2,0,0
574,7,0,10,1
334,5,5,9,1
192,3,13,5,1
201,0,7,2,0
149,2,0,0,0
199,2,2,0,0
188,2,1,1,0
914,10,5,10,1
613,8,15,4,1
284,9,26,0,1
994,8,16,0,1
361,0,3,0,0
245,4,16,0,1
195,0,0,1,0
252,2,2,2,0
720,5,9,3,1
172,3,1,1,0
259,0,0,1,0
453,3,1,0,0
795,4,9,6,1
139,6,3,7,1
129,1,1,2,0
428,3,25,0,1
226,5,8,2,0
438,2,3,2,0
266,1,3,0,0
150,1,1,0,0
307,7,7,3,1
78,8,17,10,1
99,4,2,0,0
195,1,0,0,0
219,0,0,0,0
396,4,16,4,1
82,7,28,9,1
246,4,1,0,0
163,2,0,0,0
211,1,2,4,0
464,5,0,2,0
27,0,1,2,0
983,2,11,0,1
444,8,0,6,1
94,3,2,2,0
700,6,22,4,1
183,0,2,0,0
187,8,15,6,1
638,5,22,3,1
517,6,19,4,1
116,1,3,0,0
333,10,13,6,1
132,3,9,9,1
487,5,6,3,1
107,2,2,1,0
496,2,2,2,0
471,6,5,5,1
217,0,1,1,0
63,0,17,4,1
318,2,19,10,1
117,1,3,2,0
745,10,18,6,1
207,2,9,2,0
65,7,15,6,1
126,4,3,1,0
66,2,14,5,1
816,9,12,5,1
173,0,9,0,0
233,0,3,2,0
67,7,22,9,1
591,1,18,9,1
880,5,22,5,1
706,7,27,7,1
136,4,16,10,1
214,2,0,0,0
264,7,3,9,1
394,8,27,9,1
131,0,3,2,0
109,3,2,0,1
152,5,23,6,1
345,2,1,1,0
21,0,2,4,0
212,5,2,0,0
352,0,1,2,0
223,7,21,3,1
333,10,0,0,1
301,8,23,10,1
703,4,6,10,1
279,0,3,1,0
247,2,0,1,0
62,0,10,2,0
130,0,1,2,0
157,0,5,4,0
285,1,2,1,0
260,5,2,2,0
25,4,0,5,0
149,1,3,2,0
453,1,0,1,0
201,1,0,2,0
159,6,19,7,1
112,1,0,6,0
237,6,0,5,1
622,7,9,1,1
387,3,19,3,1
818,4,11,4,1
493,3,0,2,0
286,0,3,2,0
231,3,9,9,1
40,2,8,1,0
318,3,2,7,1
262,2,0,0,0
108,1,3,2,0
489,2,1,0,0
668,9,1,5,1
717,8,22,7,1
249,1,3,1,0
224,1,1,3,0
367,2,2,1,0
145,1,3,0,0
216,1,0,5,0
338,6,25,4,1
499,4,0,1,1
341,3,11,8,1
200,0,6,10,1
86,2,1,2,0
231,1,3,6,0
845,9,28,5,1
140,0,3,2,0
352,2,0,5,0
165,1,10,1,0
297,2,0,1,0
147,0,2,0,0
58,4,3,2,0
226,2,0,1,0
295,0,2,1,0
242,2,2,2,0
106,3,3,1,0
451,2,19,3,1
141,0,12,4,1
124,2,0,2,0
299,2,6,7,1
183,9,5,9,1
165,2,3,0,0
498,7,10,5,1
213,0,1,5,1
244,1,0,0,0
301,1,21,3,1
251,5,5,0,0
76,0,2,2,0
174,7,12,10,1
855,4,3,10,1
189,2,3,1,0
160,2,1,2,0
92,0,1,2,0
657,9,29,3,1
644,2,16,2,1
385,4,12,3,1
182,0,1,1,0
214,5,29,4,1
167,2,13,1,1
859,1,28,5,1
100,2,2,1,0
59,0,2,1,0
268,4,1,1,0
206,5,3,1,0
207,0,2,0,0
630,6,22,4,1
836,1,24,8,1
453,1,7,0,1
236,2,1,2,0
281,2,11,6,1
904,3,5,2,1
130,0,4,2,0
28,1,2,2,0
856,6,4,4,1
243,5,9,4,1
22,1,3,4,0
132,0,26,5,1
79,0,2,0,0
143,0,5,8,1
230,0,1,0,0
146,0,2,1,0
233,5,0,0,0
580,3,26,3,1
959,2,30,3,1
176,1,6,2,0
133,2,1,0,1
119,9,9,10,1
106,0,1,3,0
62,1,1,2,0
959,5,21,5,1
318,7,26,5,1
277,2,0,5,0
217,5,0,1,0
64,2,0,5,0
930,0,8,7,1
160,0,3,2,0
157,2,16,10,1
221,1,2,2,0
363,8,9,9,1
460,2,9,8,1
216,7,23,10,1
133,0,2,0,0
116,10,25,7,1
299,0,2,0,0
279,5,2,2,0
615,9,12,4,1
138,2,3,7,1
210,3,2,2,0
55,3,26,7,1
177,2,1,1,0
738,3,2,8,1
195,4,3,8,1
153,1,2,0,0
162,2,3,1,0
165,0,10,1,0
748,3,22,3,1
56,2,3,0,0
412,1,2,2,0
68,2,3,2,0
178,1,2,2,0
715,6,26,5,1
207,2,2,2,0
429,7,26,10,1
723,6,18,3,1
276,5,27,2,1
275,10,28,3,1
405,9,1,4,1
799,7,28,5,1
387,0,2,0,0
245,0,1,2,0
139,5,0,1,0
79,4,20,3,1
157,2,2,8,1
204,1,1,0,0
175,5,6,9,1
213,0,0,2,0
56,10,7,4,1
58,2,2,6,0
56,0,3,1,0
852,3,11,6,1
714,9,30,7,1
97,7,4,6,1
452,5,24,3,1
514,2,11,3,1
246,2,2,0,0
128,0,0,0,0
458,7,16,8,1
135,2,2,1,0
426,1,3,1,0
143,9,27,4,1
160,3,2,9,1
266,0,0,3,0
283,2,3,5,0
281,2,1,1,0
133,0,10,2,0
588,3,11,6,1
56,0,3,2,0
476,2,1,9,1
263,0,2,2,0
558,3,5,0,1
734,3,22,8,1
243,1,3,0,0
587,6,1,10,1
291,3,0,6,0
141,2,2,1,0
719,9,2,8,1
225,2,8,2,0
380,1,0,1,0
288,5,3,0,0
127,0,4,0,0
285,2,3,1,0
217,1,22,4,1
203,2,2,0,0
892,7,24,8,1
182,2,0,5,0
30,0,1,1,0
198,5,27,0,1
198,3,22,10,1
203,2,24,2,1
177,10,6,3,1
862,3,2,4,1
281,1,3,0,0
50,2,23,7,1
139,3,21,4,1
893,2,12,9,1
973,5,21,8,1
129,2,0,1,0
785,5,17,4,1
74,1,1,0,0
214,1,2,3,0
489,6,15,6,1
37,0,2,1,0
127,2,10,1,0
261,10,27,6,1
74,0,1,1,0
249,0,2,4,0
150,0,1,1,0
722,10,17,1,1
498,3,10,4,1
268,2,2,1,0
146,5,10,5,0
717,5,30,4,1
302,6,21,8,1
944,7,0,4,1
465,2,3,2,0
77,5,2,1,0
638,2,25,1,1
83,8,14,8,1
317,0,5,0,0
364,10,11,1,1
242,0,0,2,0
436,10,10,1,1
127,0,3,6,0
97,2,2,2,0
934,7,11,4,1
139,1,0,1,0
190,2,27,9,1
67,0,6,5,0
446,0,2,0,0
119,0,3,1,0
879,8,19,6,1
263,2,3,0,0
70,5,13,6,1
388,3,21,9,1
966,10,20,10,1
640,5,4,5,1
652,5,3,3,1
151,9,23,6,1
473,4,12,9,1
277,2,1,1,0
108,0,1,6,0
262,2,2,2,0
666,3,20,4,1
659,2,27,3,1
418,1,1,2,0
171,4,1,6,1
77,5,27,6,1
165,1,2,1,0
183,6,22,6,1
368,2,16,2,1
865,9,5,3,1
822,2,10,8,1
431,4,5,5,1
63,1,6,0,0
45,0,2,2,0
46,0,7,0,0
574,4,27,8,1
271,4,4,2,0
168,1,2,0,0
718,2,4,8,1
457,2,1,2,0
50,1,1,0,0
39,2,5,1,0
778,3,10,3,1
45,1,1,1,0
232,2,4,2,0
515,3,14,10,1
760,2,24,3,1
843,5,8,5,1
448,2,10,4,0
825,5,5,0,1
72,1,1,2,0
27,0,2,0,0
150,0,10,0,0
166,1,2,0,0
299,7,10,8,1
996,8,7,7,1
119,3,5,4,1
416,3,5,8,1
60,0,9,4,0
979,8,28,5,1
70,2,3,0,0
714,10,19,3,1
172,2,2,2,0
188,2,24,8,1
639,2,2,5,1
50,3,26,2,1
982,6,8,8,1
218,6,18,9,1
396,4,11,7,1
100,7,21,6,1
351,10,7,4,1
151,1,0,6,0
197,2,3,5,0
136,0,6,2,0
149,3,5,10,1
205,1,0,5,0
331,2,1,1,0
63,6,9,8,1
663,6,22,9,1
80,2,3,0,0
174,0,4,2,0
336,3,27,0,1
432,9,14,3,1
136,6,18,4,1
258,1,1,1,0
344,8,14,4,1
25,0,2,0,0
141,1,1,1,0
295,4,3,0,0
140,10,21,9,1
184,5,1,2,0
612,7,16,0,1
267,2,1,0,0
281,1,4,2,0
70,9,17,1,1
180,9,3,10,1
274,0,1,1,0
536,0,13,6,1
275,1,1,2,0
150,4,16,0,1
155,2,1,3,0
293,2,1,1,0
398,1,0,1,0
558,6,0,10,1
76,0,7,6,0
294,0,2,6,0
677,4,25,3,1
432,9,29,10,1
174,1,2,2,0
757,7,19,6,1
553,1,6,3,1
484,9,7,10,1
75,0,0,2,0
858,6,1,4,1
219,1,8,0,0
392,6,28,9,1
262,2,2,2,0
290,4,0,0,0
198,2,9,2,0
128,2,8,3,1
138,2,28,7,1
526,8,23,9,1
125,4,6,10,1
255,1,1,0,0
385,2,1,2,0
496,4,4,0,1
1000,0,30,6,1
489,5,28,0,1
57,2,0,5,0
951,3,16,1,1
136,0,1,2,0
612,0,22,3,1
442,4,2,10,1
88,4,2,2,0
168,2,1,4,0
412,9,22,10,1
131,2,27,10,1
102,2,0,2,0
584,9,12,1,1
146,1,2,0,0
589,10,8,8,1
184,4,1,2,0
22,5,1,0,0
48,1,1,0,0
218,1,2,2,0
317,5,8,4,1
74,2,0,8,1
143,2,1,1,0
960,9,19,8,1
145,1,2,0,0
288,1,2,4,0
971,10,19,4,1
335,2,1,1,0
858,10,30,6,1
398,2,3,4,0
256,2,8,10,1
636,7,21,7,1
838,2,6,9,1
144,1,4,0,0
504,8,6,4,1
257,3,1,1,0
204,2,1,2,0
162,7,30,10,1
735,5,20,5,1
94,1,2,0,0
599,2,18,9,1
100,3,11,8,1
65,0,4,2,0
480,3,11,1,1
136,2,0,5,0
224,10,29,10,1
516,9,2,4,1
197,0,2,0,0
459,2,7,8,1
909,1,25,4,1
220,1,3,0,0
414,5,2,7,1
358,1,17,1,1
532,9,15,10,1
59,0,1,2,0
278,2,7,7,1
183,3,30,0,1
793,3,20,3,1
957,3,19,8,1
820,10,5,9,1
198,1,3,9,1
264,1,2,2,0
870,3,20,3,1
559,4,19,4,1
139,0,3,1,0
213,2,9,1,0
148,2,0,2,0
130,2,0,2,0
473,1,0,2,0
286,0,9,1,0
284,2,6,1,0
159,4,3,0,0
26,2,1,2,0
247,10,2,6,1
839,6,0,8,1
40,2,1,1,0
962,10,24,3,1
106,1,1,0,0
177,2,3,0,0
51,2,6,3,1
324,0,8,3,0
178,2,5,3,1
694,7,25,10,1
82,10,8,0,1
145,3,26,3,1
259,0,3,1,0
90,2,8,1,0
356,10,17,4,1
207,0,4,0,0
300,5,3,6,1
195,3,12,9,1
127,2,26,7,1
121,7,29,3,1
156,3,11,6,1
240,8,0,9,1
52,2,2,2,0
630,5,5,4,1
71,1,2,2,0
880,1,17,7,1
123,1,3,1,0
678,3,22,3,1
944,3,23,7,1
79,0,3,2,0
239,2,0,0,0
313,1,2,1,0
373,4,1,3,0
188,2,22,6,1
752,6,24,3,1
118,1,3,0,0
153,2,4,0,0
405,10,14,5,1
35,2,3,0,0
54,0,3,1,0
879,0,5,3,1
90,0,2,2,0
98,2,0,3,0
102,2,5,10,1
262,0,3,1,0
888,2,10,0,1
228,1,2,2,0
220,3,13,3,1
443,1,28,6,1
164,10,12,9,1
879,0,12,1,1
123,1,2,0,0
113,4,0,0,0
166,0,22,7,1
255,2,1,1,0
251,1,1,0,0
164,2,4,2,0
254,8,5,5,1
272,0,1,2,0
134,2,16,2,1
29,2,3,5,0
145,1,3,2,0
219,4,0,2,0
431,6,15,9,1
51,2,1,0,0
78,1,1,2,0
192,1,1,1,0
102,6,19,7,1
491,3,2,2,0
131,0,10,4,1
41,1,3,3,0
169,2,3,3,0
67,2,0,0,0
74,0,2,0,0
247,0,1,4,0
32,0,3,1,0
385,4,2,6,1
156,2,2,1,0
164,9,25,6,1
296,10,0,10,1
142,9,8,8,1
853,2,25,1,1
115,6,20,3,1
56,10,2,4,1
992,2,7,1,1
430,8,16,3,1
335,4,21,9,1
995,2,16,7,1
32,0,4,2,0
155,2,17,5,1
736,3,3,9,1
202,0,2,0,0
191,6,19,8,1
29,5,5,2,0
66,0,0,1,0
45,0,0,5,0
375,2,0,2,0
309,0,26,8,1
236,1,19,3,1
296,2,8,1,0
138,9,5,9,1
481,10,22,6,1
385,3,25,8,1
343,5,5,0,0
61,1,2,1,0
62,10,1,9,1
81,0,9,1,0
241,2,3,1,0
910,1,7,4,1
82,0,2,1,0
910,9,9,5,1
951,9,2,4,1
204,1,1,3,0
291,1,3,1,0
275,1,1,6,0
665,6,23,2,1
239,4,15,5,1
322,4,7,1,1
101,8,29,7,1
258,0,3,2,0
304,3,25,8,1
30,0,0,2,0
387,1,3,0,0
66,0,1,0,0
206,4,20,6,1
212,0,0,2,0
251,3,27,6,1
196,0,1,2,0
290,1,2,2,0
396,5,7,9,1
123,0,0,2,0
49,0,0,0,0
154,9,25,10,1
414,1,1,0,0
730,4,15,0,1
706,6,7,4,1
73,2,2,0,0
93,4,0,6,0
159,0,0,0,0
402,3,4,10,1
740,9,17,3,1
477,10,15,8,1
292,5,2,1,0
560,1,3,8,1
281,1,4,6,0
161,5,5,0,0
37,1,2,2,0
81,1,1,2,0
129,10,1,5,1
759,2,1,2,1
425,1,2,0,0
232,0,0,1,0
237,1,0,1,0
104,1,3,1,0
657,1,17,3,1
953,8,9,4,1
172,2,0,1,0
132,3,5,10,1
269,1,8,0,0
28,0,1,0,0
269,3,0,2,0
170,4,20,7,1
600,5,24,8,1
392,7,10,2,1
43,1,1,0,0
101,0,1,6,0
285,0,0,2,0
202,2,0,0,0
261,0,0,4,0
145,2,7,2,0
493,9,6,9,1
276,1,7,2,0
59,4,1,2,0
781,8,16,7,1
123,4,30,8,1
61,4,17,3,1
174,1,4,2,0
38,1,6,1,0
99,0,1,1,0
75,3,0,1,0
770,0,15,7,1
701,4,7,7,1
194,3,19,3,1
125,5,8,3,1
243,1,5,2,0
193,1,3,1,0
513,4,4,1,1
113,0,3,2,0
100,2,10,2,1
213,2,1,1,0
209,0,2,1,0
421,2,3,0,0
101,9,16,3,1
361,9,25,9,1
469,4,3,5,1
205,0,0,1,0
26,2,1,1,0
528,9,16,9,1
167,2,0,1,0
205,5,16,7,1
254,1,1,0,0
534,3,6,0,1
184,1,0,8,1
944,10,15,6,1
